mean_mse,std_mse,mean_rmse,std_rmse,mean_mae,std_mae,mean_r2,std_r2,mean_mape,std_mape,mean_medae,std_medae,best_fold,best_rmse,best_r2
3.3294869748037974,0.9529061893453571,1.8107805012150677,0.25139846663987875,0.7562307630957393,0.10786605571227065,0.7165012080690899,0.02260183410242494,3566645649220.5264,823427496332.348,0.5131308130919967,0.06686241162420564,1,1.5482221202279178,0.7344980395066459
